replicate_name	sample_name	read1	read2
84-2478_S29	84	84-2478_S29_R1_001.fastq.gz	84-2478_S29_R2_001.fastq.gz
84-C05-2537_S29	84	84-C05-2537_S29_R1_001.fastq.gz	84-C05-2537_S29_R2_001.fastq.gz
84-C05_S29	84	84-C05_S29_R1_001.fastq.gz	84-C05_S29_R2_001.fastq.gz
85-2068-2_S3	85	85-2068-2_S3_R1_001.fastq.gz	85-2068-2_S3_R2_001.fastq.gz
85-2068-3_S3	85	85-2068-3_S3_R1_001.fastq.gz	85-2068-3_S3_R2_001.fastq.gz
85-2068_S3	85	85-2068_S3_R1_001.fastq.gz	85-2068_S3_R2_001.fastq.gz
85-C01_S25	85	85-C01_S25_R1_001.fastq.gz	85-C01_S25_R2_001.fastq.gz
86-2389_S30	86	86-2389_S30_R1_001.fastq.gz	86-2389_S30_R2_001.fastq.gz
86-2478_S30	86	86-2478_S30_R1_001.fastq.gz	86-2478_S30_R2_001.fastq.gz
86-C06-2537_S30	86	86-C06-2537_S30_R1_001.fastq.gz	86-C06-2537_S30_R2_001.fastq.gz
86-C06_S30	86	86-C06_S30_R1_001.fastq.gz	86-C06_S30_R2_001.fastq.gz
87-2068-2_S11	87	87-2068-2_S11_R1_001.fastq.gz	87-2068-2_S11_R2_001.fastq.gz
87-2068-3_S11	87	87-2068-3_S11_R1_001.fastq.gz	87-2068-3_S11_R2_001.fastq.gz
87-2068_S11	87	87-2068_S11_R1_001.fastq.gz	87-2068_S11_R2_001.fastq.gz
87-C02_S26	87	87-C02_S26_R1_001.fastq.gz	87-C02_S26_R2_001.fastq.gz
88-2389_S31	88	88-2389_S31_R1_001.fastq.gz	88-2389_S31_R2_001.fastq.gz
88-2478_S31	88	88-2478_S31_R1_001.fastq.gz	88-2478_S31_R2_001.fastq.gz
88-C07-2537_S31	88	88-C07-2537_S31_R1_001.fastq.gz	88-C07-2537_S31_R2_001.fastq.gz
88-C07_S31	88	88-C07_S31_R1_001.fastq.gz	88-C07_S31_R2_001.fastq.gz
89-2383_S17	89	89-2383_S17_R1_001.fastq.gz	89-2383_S17_R2_001.fastq.gz
89-2536_S17	89	89-2536_S17_R1_001.fastq.gz	89-2536_S17_R2_001.fastq.gz
89-2543_S16	89	89-2543_S16_R1_001.fastq.gz	89-2543_S16_R2_001.fastq.gz
89-2607_S16	89	89-2607_S16_R1_001.fastq.gz	89-2607_S16_R2_001.fastq.gz
9-2068-2_S33	9	9-2068-2_S33_R1_001.fastq.gz	9-2068-2_S33_R2_001.fastq.gz
9-2068-3_S32	9	9-2068-3_S32_R1_001.fastq.gz	9-2068-3_S32_R2_001.fastq.gz
9-2068_S33	9	9-2068_S33_R1_001.fastq.gz	9-2068_S33_R2_001.fastq.gz
9-A05_S5	9	9-A05_S5_R1_001.fastq.gz	9-A05_S5_R2_001.fastq.gz
91-2068-2_S19	91	91-2068-2_S19_R1_001.fastq.gz	91-2068-2_S19_R2_001.fastq.gz
91-2068-3_S19	91	91-2068-3_S19_R1_001.fastq.gz	91-2068-3_S19_R2_001.fastq.gz
91-2068_S19	91	91-2068_S19_R1_001.fastq.gz	91-2068_S19_R2_001.fastq.gz
91-C03_S27	91	91-C03_S27_R1_001.fastq.gz	91-C03_S27_R2_001.fastq.gz
92-2068-2_S27	92	92-2068-2_S27_R1_001.fastq.gz	92-2068-2_S27_R2_001.fastq.gz
92-2068-3_S27	92	92-2068-3_S27_R1_001.fastq.gz	92-2068-3_S27_R2_001.fastq.gz
92-2068_S27	92	92-2068_S27_R1_001.fastq.gz	92-2068_S27_R2_001.fastq.gz
92-C04_S28	92	92-C04_S28_R1_001.fastq.gz	92-C04_S28_R2_001.fastq.gz
93-2383_S18	93	93-2383_S18_R1_001.fastq.gz	93-2383_S18_R2_001.fastq.gz
93-2536_S18	93	93-2536_S18_R1_001.fastq.gz	93-2536_S18_R2_001.fastq.gz
93-2543_S17	93	93-2543_S17_R1_001.fastq.gz	93-2543_S17_R2_001.fastq.gz
93-2607_S17	93	93-2607_S17_R1_001.fastq.gz	93-2607_S17_R2_001.fastq.gz
94-2068-2_S35	94	94-2068-2_S35_R1_001.fastq.gz	94-2068-2_S35_R2_001.fastq.gz
94-2068-3_S34	94	94-2068-3_S34_R1_001.fastq.gz	94-2068-3_S34_R2_001.fastq.gz
94-2068_S35	94	94-2068_S35_R1_001.fastq.gz	94-2068_S35_R2_001.fastq.gz
95-2389_S32	95	95-2389_S32_R1_001.fastq.gz	95-2389_S32_R2_001.fastq.gz
95-2478_S32	95	95-2478_S32_R1_001.fastq.gz	95-2478_S32_R2_001.fastq.gz
95-C08-2537_S32	95	95-C08-2537_S32_R1_001.fastq.gz	95-C08-2537_S32_R2_001.fastq.gz
95-C08_S32	95	95-C08_S32_R1_001.fastq.gz	95-C08_S32_R2_001.fastq.gz
96-2389_S33	96	96-2389_S33_R1_001.fastq.gz	96-2389_S33_R2_001.fastq.gz
96-2478_S33	96	96-2478_S33_R1_001.fastq.gz	96-2478_S33_R2_001.fastq.gz
96-C09-2537_S33	96	96-C09-2537_S33_R1_001.fastq.gz	96-C09-2537_S33_R2_001.fastq.gz
96-C09_S33	96	96-C09_S33_R1_001.fastq.gz	96-C09_S33_R2_001.fastq.gz
97-2383_S19	97	97-2383_S19_R1_001.fastq.gz	97-2383_S19_R2_001.fastq.gz
97-2536_S19	97	97-2536_S19_R1_001.fastq.gz	97-2536_S19_R2_001.fastq.gz
97-2543_S18	97	97-2543_S18_R1_001.fastq.gz	97-2543_S18_R2_001.fastq.gz
97-2607_S18	97	97-2607_S18_R1_001.fastq.gz	97-2607_S18_R2_001.fastq.gz
98-2383_S20	98	98-2383_S20_R1_001.fastq.gz	98-2383_S20_R2_001.fastq.gz
98-2536_S20	98	98-2536_S20_R1_001.fastq.gz	98-2536_S20_R2_001.fastq.gz
98-2543_S19	98	98-2543_S19_R1_001.fastq.gz	98-2543_S19_R2_001.fastq.gz
98-2607_S19	98	98-2607_S19_R1_001.fastq.gz	98-2607_S19_R2_001.fastq.gz
99-2389_S34	99	99-2389_S34_R1_001.fastq.gz	99-2389_S34_R2_001.fastq.gz
99-2478_S34	99	99-2478_S34_R1_001.fastq.gz	99-2478_S34_R2_001.fastq.gz
99-C10-2537_S34	99	99-C10-2537_S34_R1_001.fastq.gz	99-C10-2537_S34_R2_001.fastq.gz
99-C10_S34	99	99-C10_S34_R1_001.fastq.gz	99-C10_S34_R2_001.fastq.gz
